Date,Store ID,Product ID,Price,Discount,Promotion,Competitor Pricing,Epidemic,day_of_week,month,day_of_month,week,quarter,year,is_weekend,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_East,Region_North,Region_South,Region_West,Weather Condition_Cloudy,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter,Demand
2022-01-31,0.0,0.0,72.1,10,0,70.23,0,0,1,31,5,1,2022,0,79.0,44.0,102.0,100.85714285714286,54.8617309589255,98.28571428571429,43.822067801207496,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,113
2022-02-01,0.0,0.0,70.53,5,0,66.56,0,1,2,1,5,1,2022,0,113.0,61.0,102.0,110.71428571428571,48.80817652031363,99.07142857142857,43.99206971491792,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,90
2022-02-02,0.0,0.0,60.16,20,1,54.96,0,2,2,2,5,1,2022,0,90.0,160.0,123.0,114.85714285714286,44.96453629038693,98.21428571428571,44.04748935729844,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,94
2022-02-03,0.0,0.0,64.73,5,0,56.97,0,3,2,3,5,1,2022,0,94.0,87.0,25.0,105.42857142857143,40.631913331178254,96.14285714285714,43.47033850420687,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,66
2022-02-04,0.0,0.0,69.7,10,1,81.05,0,4,2,4,5,1,2022,0,66.0,194.0,90.0,102.42857142857143,42.92962125330692,99.07142857142857,39.5094229962234,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,119
2022-02-05,0.0,0.0,64.98,5,0,76.39,0,5,2,5,5,1,2022,1,119.0,81.0,102.0,91.71428571428571,18.90074324565295,101.14285714285714,39.75667750948773,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,81
2022-02-06,0.0,0.0,66.85,0,0,65.43,0,6,2,6,5,1,2022,1,81.0,79.0,126.0,91.71428571428571,18.90074324565295,99.64285714285714,40.11638288560145,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61
2022-02-07,0.0,0.0,61.3,5,0,70.26,0,0,2,7,6,1,2022,0,61.0,113.0,44.0,89.14285714285714,21.90455486444599,95.0,40.5898812703174,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,65
2022-02-08,0.0,0.0,76.98,10,0,68.59,0,1,2,8,6,1,2022,0,65.0,90.0,61.0,82.28571428571429,20.66973863497302,96.5,38.913612409659834,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,135
2022-02-09,0.0,0.0,77.83,0,0,85.01,0,2,2,9,6,1,2022,0,135.0,94.0,160.0,88.71428571428571,28.848537142082193,101.78571428571429,38.74607388830826,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,120
2022-02-10,0.0,0.0,61.17,10,0,56.89,0,3,2,10,6,1,2022,0,120.0,66.0,87.0,92.42857142857143,31.21888927587027,98.92857142857143,35.45845735226222,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,65
2022-02-11,0.0,0.0,78.22,0,0,70.88,0,4,2,11,6,1,2022,0,65.0,119.0,194.0,92.28571428571429,31.361942359672636,97.35714285714286,36.49996236638134,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,106
2022-02-12,0.0,0.0,80.71,10,0,75.02,0,5,2,12,6,1,2022,1,106.0,81.0,81.0,90.42857142857143,29.865571833674665,91.07142857142857,24.020709929028058,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,151
2022-02-13,0.0,0.0,64.14,0,0,71.52,0,6,2,13,6,1,2022,1,151.0,61.0,79.0,100.42857142857143,37.03987555260386,96.07142857142857,28.6100151526169,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,63
2022-02-14,0.0,0.0,60.31,10,0,53.53,0,0,2,14,7,1,2022,0,63.0,65.0,113.0,100.71428571428571,36.69111738879173,94.92857142857143,29.64524682542989,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,61
2022-02-15,0.0,0.0,62.09,25,1,68.99,0,1,2,15,7,1,2022,0,61.0,135.0,90.0,100.14285714285714,37.36499507751683,91.21428571428571,30.45344131476917,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,141
2022-02-16,0.0,0.0,58.68,20,1,70.98,0,2,2,16,7,1,2022,0,141.0,120.0,94.0,101.0,38.353617821530214,94.85714285714286,33.221534125779485,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,102
2022-02-17,0.0,0.0,49.1,25,1,55.59,0,3,2,17,7,1,2022,0,102.0,65.0,66.0,98.42857142857143,37.460455340074475,95.42857142857143,33.27441679709525,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,69
2022-02-18,0.0,0.0,81.26,5,0,76.94,0,4,2,18,7,1,2022,0,69.0,106.0,119.0,99.0,36.89173349139343,95.64285714285714,33.079408288953026,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,135
2022-02-19,0.0,0.0,54.62,15,1,61.39,0,5,2,19,7,1,2022,1,135.0,151.0,81.0,103.14285714285714,39.35491740315972,96.78571428571429,34.205664333958985,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,64
2022-02-20,0.0,0.0,78.12,10,0,75.03,0,6,2,20,7,1,2022,1,64.0,63.0,61.0,90.71428571428571,35.245398213640534,95.57142857142857,35.09923138696979,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,140
2022-02-21,0.0,0.0,69.35,15,1,62.07,0,0,2,21,8,1,2022,0,140.0,61.0,65.0,101.71428571428571,37.12013957280821,101.21428571428571,35.462176104491036,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,119
2022-02-22,0.0,0.0,72.97,10,0,85.45,0,1,2,22,8,1,2022,0,119.0,141.0,135.0,110.0,32.731228717133945,105.07142857142857,34.13201584281987,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,134
2022-02-23,0.0,0.0,79.37,10,1,77.35,0,2,2,23,8,1,2022,0,134.0,102.0,120.0,109.0,31.717503054307418,105.0,34.06554767593704,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,145
2022-02-24,0.0,0.0,68.37,10,1,67.31,0,3,2,24,8,1,2022,0,145.0,69.0,65.0,115.14285714285714,34.20247832847094,106.78571428571429,35.53585095782432,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,97
2022-02-25,0.0,0.0,77.73,0,0,88.92,0,4,2,25,8,1,2022,0,97.0,135.0,106.0,119.14285714285714,29.174352728772877,109.07142857142857,33.618823220411436,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,120
2022-02-26,0.0,0.0,68.03,5,0,67.23,0,5,2,26,8,1,2022,1,120.0,64.0,151.0,117.0,28.354893757515658,110.07142857142857,33.72847298811333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,79
2022-02-27,0.0,0.0,77.19,10,0,92.65,0,6,2,27,8,1,2022,1,79.0,140.0,63.0,119.14285714285714,23.89859529643651,104.92857142857143,32.4735733640905,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,153
2022-02-28,0.0,0.0,62.36,20,1,67.27,0,0,2,28,9,1,2022,0,153.0,119.0,61.0,121.0,26.185237571323785,111.35714285714286,32.44310319705785,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,121
2022-03-01,0.0,0.0,75.76,10,0,70.35,0,1,3,1,9,1,2022,0,121.0,134.0,141.0,121.28571428571429,26.170685163074392,115.64285714285714,29.06652090227927,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,129
2022-03-02,0.0,0.0,65.05,15,1,69.99,0,2,3,2,9,1,2022,0,129.0,145.0,102.0,120.57142857142857,25.83187399871938,114.78571428571429,28.43123572473003,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,115
2022-03-03,0.0,0.0,64.72,15,1,71.82,0,3,3,3,9,1,2022,0,115.0,97.0,69.0,116.28571428571429,23.485557872263303,115.71428571428571,28.192821157790593,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,113
2022-03-04,0.0,0.0,63.43,15,1,62.23,0,4,3,4,9,1,2022,0,113.0,120.0,135.0,118.57142857142857,22.029201399181826,118.85714285714286,24.83749381280444,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,91
2022-03-05,0.0,0.0,68.92,10,1,62.46,0,5,3,5,9,1,2022,1,91.0,79.0,64.0,114.42857142857143,24.323220338167555,115.71428571428571,25.414800568017213,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,99
2022-03-06,0.0,0.0,63.11,25,1,60.31,0,6,3,6,9,1,2022,1,99.0,153.0,140.0,117.28571428571429,20.311854385344258,118.21428571428571,21.32956983744748,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,129
2022-03-07,0.0,0.0,81.17,0,0,76.77,0,0,3,7,10,1,2022,0,129.0,121.0,119.0,113.85714285714286,14.461772268392883,117.42857142857143,20.657329806276383,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,117
2022-03-08,0.0,0.0,61.06,10,0,54.47,0,1,3,8,10,1,2022,0,117.0,129.0,134.0,113.28571428571429,14.209319544044401,117.28571428571429,20.65254155128304,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,64
2022-03-09,0.0,0.0,81.24,15,1,72.83,0,2,3,9,10,1,2022,0,64.0,115.0,145.0,104.0,21.563858652847834,112.28571428571429,24.423911900583676,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,175
2022-03-10,0.0,0.0,61.18,10,0,65.79,0,3,3,10,10,1,2022,0,175.0,113.0,97.0,112.57142857142857,34.63070479048491,114.42857142857143,28.49214273799354,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,79
2022-03-11,0.0,0.0,58.13,0,0,68.76,0,4,3,11,10,1,2022,0,79.0,91.0,120.0,107.71428571428571,36.87236673406562,113.14285714285714,29.718828900358634,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38
2022-03-12,0.0,0.0,56.44,15,1,62.51,0,5,3,12,10,1,2022,1,38.0,99.0,79.0,100.14285714285714,45.34471145726762,107.28571428571429,35.73498301369418,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,73
2022-03-13,0.0,0.0,63.17,20,1,73.23,0,6,3,13,10,1,2022,1,73.0,129.0,153.0,96.42857142857143,46.503968084659704,106.85714285714286,36.134060520101116,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,125
2022-03-14,0.0,0.0,78.53,0,0,76.25,0,0,3,14,11,1,2022,0,125.0,117.0,121.0,95.85714285714286,46.059485347495915,104.85714285714286,34.10133573485208,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,107
2022-03-15,0.0,0.0,65.22,20,1,65.12,0,1,3,15,11,1,2022,0,107.0,64.0,129.0,94.42857142857143,45.44541466733156,103.85714285714286,33.79544152887884,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,119
2022-03-16,0.0,0.0,69.72,5,0,61.26,0,2,3,16,11,1,2022,0,119.0,175.0,115.0,102.28571428571429,44.04056571584235,103.14285714285714,33.32556686079634,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,86
2022-03-17,0.0,0.0,69.39,10,0,62.27,0,3,3,17,11,1,2022,0,86.0,79.0,113.0,89.57142857142857,30.231645356354345,101.07142857142857,33.43297378732166,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,101
2022-03-18,0.0,0.0,67.53,5,0,81.08,0,4,3,18,11,1,2022,0,101.0,38.0,91.0,92.71428571428571,30.092713878469468,100.21428571428571,33.25699133306369,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,92
2022-03-19,0.0,0.0,81.7,0,0,76.0,0,5,3,19,11,1,2022,1,92.0,73.0,99.0,100.42857142857143,18.365340026411562,100.28571428571429,33.23674651167469,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,119
2022-03-20,0.0,0.0,82.98,5,0,76.43,0,6,3,20,11,1,2022,1,119.0,125.0,129.0,107.0,14.798648586948755,101.71428571428571,33.605010092197624,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,142
2022-03-21,0.0,0.0,74.32,0,0,72.51,0,0,3,21,12,1,2022,0,142.0,107.0,117.0,109.42857142857143,19.033804514224546,102.64285714285714,34.58235909303414,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,90
2022-03-22,0.0,0.0,56.63,15,1,66.67,0,1,3,22,12,1,2022,0,90.0,119.0,64.0,107.0,20.428737928059427,100.71428571428571,34.47279545342424,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,74
2022-03-23,0.0,0.0,61.55,10,0,66.88,0,2,3,23,12,1,2022,0,74.0,86.0,175.0,100.57142857142857,22.94818179331531,101.42857142857143,33.74956247172647,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,81
2022-03-24,0.0,0.0,51.93,10,0,61.99,0,3,3,24,12,1,2022,0,81.0,101.0,79.0,99.85714285714286,23.547318116426574,94.71428571428571,26.574795958196578,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,36
2022-03-25,0.0,0.0,68.79,10,0,75.03,0,4,3,25,12,1,2022,0,36.0,92.0,38.0,90.57142857142857,33.664309205532724,91.64285714285714,30.696046207081032,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,115
2022-03-26,0.0,0.0,74.0,0,0,72.08,0,5,3,26,12,1,2022,1,115.0,119.0,73.0,93.85714285714286,34.92577162797588,97.14285714285714,27.023799035030493,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89
2022-03-27,0.0,0.0,65.59,10,0,72.31,0,6,3,27,12,1,2022,1,89.0,142.0,125.0,89.57142857142857,33.12027145046341,98.28571428571429,26.251530567623252,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,100
2022-03-28,0.0,0.0,59.74,10,0,51.11,0,0,3,28,13,1,2022,0,100.0,90.0,107.0,83.57142857142857,24.79823342402402,96.5,25.12047892733063,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,59
2022-03-29,0.0,0.0,83.15,5,0,90.6,0,1,3,29,13,1,2022,0,59.0,74.0,119.0,79.14285714285714,26.18796524760037,93.07142857142857,26.796854826106543,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,161
2022-03-30,0.0,0.0,61.77,10,0,74.22,0,2,3,30,13,1,2022,0,161.0,81.0,86.0,91.57142857142857,40.22377880001308,96.07142857142857,31.80581535049669,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,82
2022-03-31,0.0,0.0,69.04,10,0,83.43,0,3,3,31,13,1,2022,0,82.0,36.0,101.0,91.71428571428571,40.18173003457454,95.78571428571429,31.92100483146717,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,116
2022-04-01,0.0,0.0,63.37,10,1,60.31,0,4,4,1,13,2,2022,0,116.0,115.0,92.0,103.14285714285714,32.297722166475744,96.85714285714286,32.358228397966194,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,75
2022-04-02,0.0,0.0,68.61,10,0,67.66,0,5,4,2,13,2,2022,1,75.0,89.0,119.0,97.42857142857143,33.37093117698469,95.64285714285714,32.869455409256474,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,98
2022-04-03,0.0,0.0,84.43,10,1,82.7,0,6,4,3,13,2,2022,1,98.0,100.0,142.0,98.71428571428571,33.164812104167915,94.14285714285714,32.19378139392081,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,168
2022-04-04,0.0,0.0,52.89,25,1,59.71,0,0,4,4,14,2,2022,0,168.0,59.0,90.0,108.42857142857143,42.30388927296223,96.0,35.723295566812524,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,90
2022-04-05,0.0,0.0,69.25,10,0,66.66,0,1,4,5,14,2,2022,0,90.0,161.0,74.0,112.85714285714286,37.631673589449335,96.0,35.723295566812524,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,101
2022-04-06,0.0,0.0,74.82,0,0,89.89,0,2,4,6,14,2,2022,0,101.0,82.0,81.0,104.28571428571429,31.10581020599575,97.92857142857143,35.168745490003765,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,108
2022-04-07,0.0,0.0,58.68,10,0,66.38,0,3,4,7,14,2,2022,0,108.0,116.0,36.0,108.0,29.512709126747428,99.85714285714286,34.9083572600231,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,68
2022-04-08,0.0,0.0,68.91,10,0,76.29,0,4,4,8,14,2,2022,0,68.0,75.0,115.0,101.14285714285714,32.74359261203415,102.14285714285714,31.26279957653566,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,115
2022-04-09,0.0,0.0,64.08,0,0,69.55,0,5,4,9,14,2,2022,1,115.0,98.0,89.0,106.85714285714286,30.856812167540216,102.14285714285714,31.26279957653566,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,63
2022-04-10,0.0,0.0,86.0,5,0,76.77,0,6,4,10,14,2,2022,1,63.0,168.0,100.0,101.85714285714286,35.078144056893755,100.28571428571429,32.836257098210524,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,154
2022-04-11,0.0,0.0,69.62,20,1,59.91,0,0,4,11,15,2,2022,0,154.0,90.0,59.0,99.85714285714286,30.81897992811449,104.14285714285714,35.83478572744462,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,141
2022-04-12,0.0,0.0,71.62,20,1,80.72,0,1,4,12,15,2,2022,0,141.0,101.0,161.0,107.14285714285714,33.967771840518544,110.0,34.56765940764687,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,169
2022-04-13,0.0,0.0,82.97,0,0,71.02,0,2,4,13,15,2,2022,0,169.0,108.0,82.0,116.85714285714286,40.92850909992763,110.57142857142857,35.52835116162494,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,124
2022-04-14,0.0,0.0,76.44,0,0,84.34,0,3,4,14,15,2,2022,0,124.0,68.0,116.0,119.14285714285714,40.797992480956616,113.57142857142857,34.69363560724577,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,115
2022-04-15,0.0,0.0,85.3,15,1,75.15,0,4,4,15,15,2,2022,0,115.0,115.0,75.0,125.85714285714286,34.333795651071355,113.5,34.68928009985439,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,193
2022-04-16,0.0,0.0,71.65,0,0,70.75,0,5,4,16,15,2,2022,1,193.0,63.0,98.0,137.0,42.0198365854351,121.92857142857143,38.71685040772952,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,80
2022-04-17,0.0,0.0,66.71,5,0,78.15,0,6,4,17,15,2,2022,1,80.0,154.0,168.0,139.42857142857142,37.25075902071059,120.64285714285714,39.85475001679346,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89
2022-04-18,0.0,0.0,66.92,10,1,72.85,0,0,4,18,16,2,2022,0,89.0,141.0,90.0,130.14285714285714,40.93258103853451,115.0,38.191823530899704,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,106
2022-04-19,0.0,0.0,65.17,10,1,77.7,0,1,4,19,16,2,2022,0,106.0,169.0,101.0,125.14285714285714,41.518785191880646,116.14285714285714,37.621305630754456,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,98
2022-04-20,0.0,0.0,76.18,0,0,68.51,0,2,4,20,16,2,2022,0,98.0,124.0,108.0,115.0,37.4966665185054,115.92857142857143,37.72259940002154,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,98
2022-04-21,0.0,0.0,62.55,5,0,68.09,0,3,4,21,16,2,2022,0,98.0,115.0,68.0,111.28571428571429,37.74349518223547,115.21428571428571,37.97808795654627,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,70
2022-04-22,0.0,0.0,63.82,10,0,58.07,0,4,4,22,16,2,2022,0,70.0,193.0,115.0,104.85714285714286,40.720300307621265,115.35714285714286,37.790123135462345,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,77
2022-04-23,0.0,0.0,61.74,0,0,55.95,1,5,4,23,16,2,2022,1,77.0,80.0,63.0,88.28571428571429,13.123951205262017,112.64285714285714,39.15768348388571,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,40
2022-04-24,0.0,0.0,54.96,5,0,64.74,1,6,4,24,16,2,2022,1,40.0,89.0,154.0,82.57142857142857,22.6116278557232,111.0,41.794368409741885,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,37
2022-04-25,0.0,0.0,56.0,10,0,64.17,1,0,4,25,17,2,2022,0,37.0,106.0,141.0,75.14285714285714,28.03823919476507,102.64285714285714,44.165087400060074,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,55
2022-04-26,0.0,0.0,54.53,15,1,46.52,1,1,4,26,17,2,2022,0,55.0,98.0,169.0,67.85714285714286,25.162330121490342,96.5,44.39984407457028,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,50
2022-04-27,0.0,0.0,63.63,0,0,73.44,1,2,4,27,17,2,2022,0,50.0,98.0,124.0,61.0,21.908902300206716,88.0,40.68830865910332,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,61
2022-04-28,0.0,0.0,63.93,10,1,55.65,1,3,4,28,17,2,2022,0,61.0,70.0,115.0,55.714285714285715,14.806690894257851,83.5,39.87625088464794,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,77
2022-04-29,0.0,0.0,60.55,10,0,57.8,1,4,4,29,17,2,2022,0,77.0,77.0,193.0,56.714285714285715,16.111220579814294,80.78571428571429,38.84719289220775,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,62
2022-04-30,0.0,0.0,57.83,0,0,65.61,1,5,4,30,17,2,2022,1,62.0,40.0,80.0,54.57142857142857,13.794408805226754,71.42857142857143,21.75639352789567,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,37
2022-05-01,0.0,0.0,53.02,15,1,50.1,1,6,5,1,17,2,2022,1,37.0,37.0,89.0,54.142857142857146,14.357675896288377,68.35714285714286,23.424533959265712,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,43
2022-05-02,0.0,0.0,54.86,0,0,61.47,1,0,5,2,18,2,2022,0,43.0,55.0,106.0,55.0,13.304134695650188,65.07142857142857,23.53218511451365,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24
2022-05-03,0.0,0.0,54.16,20,1,49.89,1,1,5,3,18,2,2022,0,24.0,50.0,98.0,50.57142857142857,17.728105208558453,59.214285714285715,22.753456445555297,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,64
